2017-07-06 16:05:57.065764,AWE2067,214.6334,0.08128,2017-07-06T20:05:20.893Z0:0,10976.153,37.9536,-78.4046
2017-07-06 16:06:02.228779,AWE2067,214.6334,0.08128,2017-07-06T20:05:20.893Z0:0,10976.153,37.9536,-78.4046
2017-07-06 16:06:07.404067,AWE2067,214.6334,0.08128,2017-07-06T20:05:20.893Z0:0,10976.153,37.9536,-78.4046
2017-07-06 16:06:12.565433,AWE2067,214.6334,0.08128,2017-07-06T20:05:20.893Z0:0,10976.153,37.9536,-78.4046
2017-07-06 16:06:17.718509,AWE2067,214.6334,0.08128,2017-07-06T20:05:20.893Z0:0,10976.153,37.9536,-78.4046
2017-07-06 16:06:22.878924,AWE2067,214.6334,0.08128,2017-07-06T20:05:20.893Z0:0,10976.153,37.9536,-78.4046
2017-07-06 16:06:28.055273,AWE2067,214.6334,0.08128,2017-07-06T20:05:20.893Z0:0,10976.153,37.9536,-78.4046
2017-07-06 16:06:33.217111,AWE2067,214.6334,0.08128,2017-07-06T20:05:20.893Z0:0,10976.153,37.9536,-78.4046
2017-07-06 16:06:38.497411,AWE2067,214.0547,0.01016,2017-07-06T20:06:21.542Z0:0,10982.858,37.8692,-78.5069
2017-07-06 16:06:45.175969,AWE2067,214.0547,0.01016,2017-07-06T20:06:21.542Z0:0,10982.858,37.8692,-78.5069
2017-07-06 16:06:50.335319,AWE2067,214.0547,0.01016,2017-07-06T20:06:21.542Z0:0,10982.858,37.8692,-78.5069
2017-07-06 16:06:55.503412,AWE2067,214.0547,0.01016,2017-07-06T20:06:21.542Z0:0,10982.858,37.8692,-78.5069
2017-07-06 16:07:00.670582,AWE2067,214.0547,0.01016,2017-07-06T20:06:21.542Z0:0,10982.858,37.8692,-78.5069
2017-07-06 16:07:05.846349,AWE2067,214.0547,0.01016,2017-07-06T20:06:21.542Z0:0,10982.858,37.8692,-78.5069
2017-07-06 16:07:11.004840,AWE2067,214.0547,0.01016,2017-07-06T20:06:21.542Z0:0,10982.858,37.8692,-78.5069
2017-07-06 16:07:16.209514,AWE2067,214.0547,0.01016,2017-07-06T20:06:21.542Z0:0,10982.858,37.8692,-78.5069
2017-07-06 16:07:21.359445,AWE2067,214.0547,0.01016,2017-07-06T20:06:21.542Z0:0,10982.858,37.8692,-78.5069
2017-07-06 16:07:26.532418,AWE2067,214.0547,0.01016,2017-07-06T20:06:21.542Z0:0,10982.858,37.8692,-78.5069
2017-07-06 16:07:33.207706,AWE2067,214.0547,0.01016,2017-07-06T20:06:21.542Z0:0,10982.858,37.8692,-78.5069
2017-07-06 16:07:38.358999,AWE2067,213.9904,-0.19304,2017-07-06T20:07:22.135Z0:0,10967.313,37.7854,-78.6092
2017-07-06 16:07:43.525469,AWE2067,213.9904,-0.19304,2017-07-06T20:07:22.135Z0:0,10967.313,37.7854,-78.6092
