2017-07-09 19:19:49.751298,AWE1806,600.655,9.715909,None,27372.027,36.0731,-78.6072
2017-07-09 19:19:54.882374,AWE1806,600.655,9.715909,None,27372.027,36.0731,-78.6072
2017-07-09 19:19:59.999389,AWE1806,602.52484,4.784091,None,27530.117,36.0927,-78.5897
2017-07-09 19:20:05.120877,AWE1806,602.52484,4.784091,None,27530.117,36.0927,-78.5897
2017-07-09 19:20:11.994993,AWE1806,604.6824,6.5454545,None,27530.389,36.1124,-78.5723
2017-07-09 19:20:17.140409,AWE1806,604.6824,6.5454545,None,27530.389,36.1124,-78.5723
2017-07-09 19:20:23.810113,AWE1806,605.5454,9.704546,None,27675.875,36.1321,-78.5546
2017-07-09 19:20:28.923763,AWE1806,605.5454,9.704546,None,27675.875,36.1321,-78.5546
2017-07-09 19:20:34.085784,AWE1806,606.1207,8.840909,None,27842.777,36.1524,-78.5368
2017-07-09 19:20:39.243205,AWE1806,606.1207,8.840909,None,27842.777,36.1524,-78.5368
2017-07-09 19:20:44.385762,AWE1806,606.8399,9.488636,None,27981.152,36.1721,-78.5191
2017-07-09 19:20:49.554512,AWE1806,606.8399,9.488636,None,27981.152,36.1721,-78.5191
2017-07-09 19:20:54.687355,AWE1806,607.5591,9.193183,None,28176.443,36.1921,-78.5016
2017-07-09 19:20:59.809984,AWE1806,607.4153,11.59091,None,28331.668,36.2118,-78.4839
2017-07-09 19:21:04.938278,AWE1806,607.4153,11.59091,None,28331.668,36.2118,-78.4839
2017-07-09 19:21:12.000085,AWE1806,606.55225,13.272728,None,28513.504,36.2315,-78.4662
2017-07-09 19:21:17.206999,AWE1806,606.55225,13.272728,None,28513.504,36.2315,-78.4662
2017-07-09 19:21:22.356919,AWE1806,604.8262,14.318183,None,28634.383,36.2518,-78.4482
2017-07-09 19:21:29.012504,AWE1806,604.8262,14.318183,None,28634.383,36.2518,-78.4482
2017-07-09 19:21:34.167577,AWE1806,603.10016,14.21591,None,28851.008,36.2714,-78.4307
2017-07-09 19:21:39.284645,AWE1806,603.10016,14.21591,None,28851.008,36.2714,-78.4307
2017-07-09 19:21:44.543223,AWE1806,602.52484,10.886364,None,28976.965,36.2911,-78.413
2017-07-09 19:21:49.698321,AWE1806,602.381,11.045454,None,29140.836,36.3112,-78.3952
2017-07-09 19:21:54.854250,AWE1806,602.381,11.045454,None,29140.836,36.3112,-78.3952
2017-07-09 19:22:01.252523,AWE1806,601.3742,13.909091,None,29332.096,36.3308,-78.3777
2017-07-09 19:22:06.391865,AWE1806,601.3742,13.909091,None,29332.096,36.3308,-78.3777
2017-07-09 19:22:12.005636,AWE1806,598.78516,18.147726,None,29563.973,36.3503,-78.3602
2017-07-09 19:22:17.141517,AWE1806,598.78516,18.147726,None,29563.973,36.3503,-78.3602
2017-07-09 19:22:22.287798,AWE1806,595.6207,17.693182,None,29747.64,36.3697,-78.3426
2017-07-09 19:22:27.446256,AWE1806,595.6207,17.693182,None,29747.64,36.3697,-78.3426
2017-07-09 19:22:34.126039,AWE1806,594.0386,11.363636,None,30058.223,36.3895,-78.325
2017-07-09 19:22:39.261735,AWE1806,594.0386,11.363636,None,30058.223,36.3895,-78.325
2017-07-09 19:22:44.409996,AWE1806,594.4701,8.556819,None,30216.984,36.4089,-78.308
2017-07-09 19:22:49.547609,AWE1806,594.4701,8.556819,None,30216.984,36.4089,-78.308
2017-07-09 19:22:54.687945,AWE1806,595.0454,8.784091,None,30355.693,36.4283,-78.2903
2017-07-09 19:22:59.805570,AWE1806,595.33307,9.181818,None,30458.059,36.4477,-78.2728
2017-07-09 19:23:04.942620,AWE1806,595.33307,9.181818,None,30458.059,36.4477,-78.2728
2017-07-09 19:23:11.952448,AWE1806,595.7646,9.738636,None,30672.182,36.4674,-78.2551
2017-07-09 19:23:17.110076,AWE1806,595.7646,9.738636,None,30672.182,36.4674,-78.2551
2017-07-09 19:23:22.232200,AWE1806,596.7714,6.636364,None,30863.176,36.4868,-78.2376
2017-07-09 19:23:27.382435,AWE1806,596.7714,6.636364,None,30863.176,36.4868,-78.2376
2017-07-09 19:23:32.532405,AWE1806,597.7783,9.954545,None,30980.3,36.5064,-78.2201
2017-07-09 19:23:39.189239,AWE1806,597.7783,9.954545,None,30980.3,36.5064,-78.2201
2017-07-09 19:23:44.342244,AWE1806,598.35364,8.829546,None,31118.443,36.5258,-78.2026
2017-07-09 19:23:49.504437,AWE1806,598.35364,8.829546,None,31118.443,36.5258,-78.2026
2017-07-09 19:23:54.650019,AWE1806,599.0728,8.875,None,31245.568,36.5453,-78.1851
2017-07-09 19:23:59.796471,AWE1806,599.0728,8.875,None,31245.568,36.5453,-78.1851
2017-07-09 19:24:04.947489,AWE1806,599.792,8.602273,None,31480.982,36.5652,-78.1672
2017-07-09 19:24:11.984854,AWE1806,601.23035,6.375,None,31504.336,36.5846,-78.1495
2017-07-09 19:24:17.106397,AWE1806,601.23035,6.375,None,31504.336,36.5846,-78.1495
2017-07-09 19:24:22.268351,AWE1806,602.95636,6.375,None,31593.46,36.6044,-78.1318
2017-07-09 19:24:27.414254,AWE1806,602.95636,6.375,None,31593.46,36.6044,-78.1318
2017-07-09 19:24:32.584496,AWE1806,604.25085,7.409091,None,31648.154,36.624,-78.1142
2017-07-09 19:24:37.705647,AWE1806,604.25085,7.409091,None,31648.154,36.624,-78.1142
2017-07-09 19:24:44.361800,AWE1806,604.3947,9.511363,None,31778.404,36.6437,-78.0965
2017-07-09 19:24:49.514238,AWE1806,604.3947,9.511363,None,31778.404,36.6437,-78.0965
2017-07-09 19:24:54.650901,AWE1806,604.8262,7.806818,None,31856.463,36.6636,-78.0783
2017-07-09 19:24:59.767251,AWE1806,604.8262,7.806818,None,31856.463,36.6636,-78.0783
2017-07-09 19:25:04.873741,AWE1806,605.40155,7.8750005,None,31967.088,36.6833,-78.0606
2017-07-09 19:25:11.810343,AWE1806,605.97687,7.670455,None,32074.174,36.7031,-78.0428
2017-07-09 19:25:16.952299,AWE1806,605.97687,7.670455,None,32074.174,36.7031,-78.0428
2017-07-09 19:25:22.059033,AWE1806,606.4084,9.000001,None,32179.9,36.7228,-78.0249
2017-07-09 19:25:27.169014,AWE1806,606.4084,9.000001,None,32179.9,36.7228,-78.0249
2017-07-09 19:25:32.294067,AWE1806,605.83307,10.863637,None,32429.73,36.7424,-78.007
2017-07-09 19:25:37.428632,AWE1806,605.83307,10.863637,None,32429.73,36.7424,-78.007
2017-07-09 19:25:42.581895,AWE1806,604.97003,10.943183,None,32652.557,36.7625,-77.9889
2017-07-09 19:25:49.269562,AWE1806,604.97003,10.943183,None,32652.557,36.7625,-77.9889
2017-07-09 19:25:54.429890,AWE1806,604.5385,10.386363,None,32835.547,36.7821,-77.971
